Job Type,Job_Title,Description
Data engineer,Data Engineer (Taiwan),"Data Engineer
We are looking for a Data Engineer to join our rapidly expanding data engineering team who is passionate about data around sustainable financing. You can expect to design and improve our automated data pipeline architecture on the cloud that will improve data coverage around sustainable financing for the financial industry.
The ideal candidate is a hands-on data pipeline builder with a strong interest in optimizing data systems and building them from the ground up. You will work with cloud native technologies to ensure optimal data delivery architecture is consistent for our product platform. You should also have a strong background in web security and role-based access control. You must be comfortable working in a fast-paced environment with little supervision in an Agile environment.
You will be a key contributor in the burgeoning field of sustainable finance working in cross discipline teams ranging from Customer Success to the Product team.
Job Responsibilities
As a Data Engineer, you will work closely with our Product and Data team to ensure data pipelines can support our client and analytics needs.
Your core responsibilities:
Create and maintain optimal data pipeline architecture
Identify, design, and implement internal process improvements to automate and optimize data delivery to our clients
Build the infrastructure required for optimal extraction, transformation and loading of data from a wide variety of data sources using SQL and AWS Cloud services
Responsible for the technical design and development of our data product services
Ensure data governance and data consistency
Work closely with business units and engineering teams to develop strategy for long term data platform architecture

Requirements B.S. or M.S. in Computer Science or equivalent degree or experience >3 years of data engineering experience Experience building ETL, data streaming, batch pipelines Experience with event-driven architecture implementation Experience with coding languages such as Python, SQL Experience working with a variety of relational and key-value or NoSQL databases (MySQL, Redis) Familiarity with AWS cloud, specifically Redshift, RDS and Lambda Heavy interest in the emerging ESG fintech industry
High adaptability and strong problem-solving skills

What You Will Need to Thrive Value teamwork above all Natural curiosity to learn Loves to work with code Intrinsically motivated personality High adaptability and strong problem-solving skills Customer focused mindset
Self-starter who thrives on complexity and independence"
Data engineer,"Associate Data Engineer, Data & Analytics - Technology Consulting","At EY, youÃ¢â‚¬â„¢ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And weÃ¢â‚¬â„¢re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

The opportunity
EY DnA is the data and advanced analytics capability within EY Asia-Pacific, with over 500 specialist employees working across multiple industry sectors.
We implement information-driven strategies, data platforms and advanced data analytics solution systems that help grow, optimize and protect client organizations. We go beyond strategy and provide end to end design, build and implementation of real life data environments and have some of the best architects, project managers, business analysts, data scientists, big data engineers, developers and consultants in the region.

We are looking for a Data Engineer within the DnA team in our Singapore office. This role is offered on a flexible full time basis.

Your key responsibilities
Strong analytical and problem-solving skills
Strong drive to excel professionally, and to guide and motivate others
Advanced written and verbal communication skills
Dedicated, innovative, resourceful, analytical and able to work under pressure
Foster an efficient, innovative and team-oriented work environment

Skills and attributes for success
Experience in ETL, Data Engineering, Scripting.
Knowledge and experience in end-to-end project delivery, either traditional SDLC or agile delivery methodologies (or hybrid approaches)
Experience in a delivery role on Business Intelligence, Data Warehousing, Big Data or analytics projects
Exceptional communication, documentation and presentation skills and stakeholder management experiences
Experience in business intelligence, data warehousing/platform, and data strategy projects

To qualify for the role, you must have
At least 2 yearsÃ¢â‚¬â„¢ experience as a Data Engineer with experience in development and maintenance support
Minimum 2yrs experience in dealing large data sets in Greenplum / Hadoop / Oracle / DB2
Experience in shell /batch scripting
Data Migration experience in AWS, Azure, Hadoop, GCP environments
Experience in development and maintenance of Data processing pipelines
Experience developing machine learning workflows
Work closely with business analysts to create data components
Application packaging and deployment experience across DEV to PROD environments

Ideally, youÃ¢â‚¬â„¢ll also have
Dashboarding experience with Tableau / Power BI
Experience in engaging with both technical and non-technical stakeholders
Consulting experience and background, including engaging directly with clients
Degree in Computer Science or IT or Business Analytics

What we look for
Highly motivated individuals with excellent problem-solving skills and the ability to prioritize shifting workloads in a rapidly changing industry.
An effective communicator, youÃ¢â‚¬â„¢ll be a confident leader equipped with strong people management skills and a genuine passion to make things happen in a dynamic organization.

What we offer
EY offers a competitive remuneration package commensurate with your work experience where youÃ¢â‚¬â„¢ll be rewarded for your individual and team performance. We are committed to being an inclusive employer and are happy to consider flexible working arrangements, where this may be needed, guided by our FWA Policy.

Plus, we offer:
Continuous learning: YouÃ¢â‚¬â„¢ll develop the mindset and skills to navigate whatever comes next.
Success as defined by you: WeÃ¢â‚¬â„¢ll provide the tools and flexibility, so you can make a meaningful impact, your way.
Transformative leadership: WeÃ¢â‚¬â„¢ll give you the insights, coaching and confidence to be the leader the world needs.
Diverse and inclusive culture: YouÃ¢â‚¬â„¢ll be embraced for who you are and empowered to use your voice to help others find theirs.

If you can demonstrate that you meet the criteria above, please contact us as soon as possible.

The exceptional EY experience. ItÃ¢â‚¬â„¢s yours to build.

Apply now."
Data engineer,Data Engineer (12 months contract),"Data Engineer (12 months contract) - (230001NG)
Participate in Data Mart project and assist the user PM on the followings:
To coordinate with IT and stakeholders on the completion of the UAT
To create test cases/ test script
To conduct UAT testing and provide post-implementation support, to build aggregated exposure data from data mart and assist the reporting and portfolio team to convert their analysis program to read the data from data mart
Provide data extraction and data aggregation tables for reporting and portfolio team
Qualifications
BachelorÃ¢â‚¬â„¢s degree in Computer Science/Technology, Analytics, Statistics, Mathematics or equivalent with 1-3 years of relevant experience.
Exposure to database data modelling will be a plus
Preferably some prior exposure to:
Analytical software tools (such SAS, BI, Qlikview)
Python, Spark, HIVE-QL, Hadoop eco-system
Database environments (such as SQL/ Teradata/ Hadoop/ Oracle)
Reporting tools (such as Qlikview)
Candidate must possess
Good communication and interpersonal skills
Willingness to take new challenges and work in a fast-paced environment
Strong team player with the ability to multi-task, take ownership and deliver independently
Primary Location: Singapore
Job: Risk Management
Organization: Group Risk Management Division
Schedule: Contractual
Job Posting: 06-Aug-2023, 10:21:55 PM"
Data engineer,"Intern, Data Analyst","4 Shenton Way, SGX Center 2 , Singapore, Singapore, Singapore
Department
Data Science and Analytics
Job posted on
Sep 06, 2023
Employment type
Intern

Singlife is a leading homegrown financial services company, offering consumers a better way to financial freedom. Through innovative, technology-enabled solutions and a wide range of products and services, Singlife provides consumers control over their financial wellbeing at every stage of their lives.

In addition to a comprehensive suite of insurance plans, employee benefits, partnerships with financial adviser channels and bancassurance, Singlife offers investment solutions through its dollarDEX and Navigator platforms. The mobile-first Singlife Account Ã¢â‚¬â€œ with a Singlife Debit Card Ã¢â‚¬â€œ allows customers to save, spend, earn and be insured all in one app.

Singlife is the exclusive insurance provider for the Ministry of Defence, Ministry of Home Affairs and Public Officers Group Insurance Scheme. Singlife is also an official signatory of the United Nations Principles for Sustainable Insurance, affirming its commitment to finding a better way to sustainability.

First announced in September 2020 and valued at S$3.2 billion, the merger of Aviva Singapore and Singlife was the largest insurance deal in Singapore then and created one of the largest homegrown financial services companies in the republic.

Responsibilities:
Assist in data collection from business units, conduct verification and analysis of data to generate insights
Study the data pipeline in Snowflake & AWS
Optimize query syntax to improve execution time
Modify and optimize the data pipeline in Snowflake & AWS
Ã‚Â· Schedule the jobs via Airflow Ã‚Â· Version control via Git
Maintain/modify the visualization if any
Liaise with Data Engineering/IT team for setting up the data connection and data transfer
Any other ad-hoc duties as assigned

Requirements:
Good understanding in SQL, Python, R
Basic understanding of machine learning
Familiar with AWS environment (S3, Glue, SageMaker, Airflow) - good to have
Familiar with Snowflake Ã¢â‚¬â€œ good to have
Good understanding about data structure, database and data modeling
Familiarity with deploying production scripts and version control
Pursuing a Degree in Data Science, Analytics, Statistics or other related disciplines
Strong writing and content generation skills with good command of English
Able to work independently in a dynamic environment while adhering to a stipulated timeline
Good project management skills
Preferably with internship of at least 2 months duration and extendable to 3 month"
Data engineer,Data Centre Engineer_Advanced,"Review Data Centre operation risk and work with stakeholders to mitigate identified risks
Responsibilities:
Strategies and improve the operation (Security, Keys, Media management) process and SOP.
Review Data Centre operation risk and work with stakeholders to mitigate identified risks
Manage security team to ensure data centres, server rooms and LAN rooms security requirement address the ongoing security threat.
Manage media management to ensure media leaving our computer rooms are protected and sanitized
Manage remote building team to ensure they compliant with Facility and Security standard
Support and ensure regional teams compliant with Groups Standard and Policy


REG No : R22105531 (Evonne Png Wen Xuan)

PERSOLKELLY Singapore Pte Ltd Ã¢â‚¬Â¢ RCB No. 200007268E Ã¢â‚¬Â¢ EA License No. 01C4394"
Data engineer,"Quality Engineer (Video Analytics), Data Science & Artificial Intelligence","The Government Technology Agency (GovTech) is the lead agency driving SingaporeÃ¢â‚¬â„¢s Smart Nation initiatives and public sector digital transformation. As the Centre of Excellence for Infocomm Technology and Smart Systems (ICT & SS), GovTech develops the Singapore GovernmentÃ¢â‚¬â„¢s capabilities in Data Science & Artificial Intelligence, Application Development, Smart City Technology, Digital Infrastructure, and Cybersecurity.

At GovTech, we offer you a purposeful career to make lives better. We empower our people to master their craft through continuous and robust learning and development opportunities all year round. Our GovTechies embody our Agile, Bold and Collaborative values to deliver impactful solutions.

GovTech aims to transform the delivery of Government digital services by taking an ""outside-in"" view, putting citizens and businesses at the heart of everything we do.

Play a part in SingaporeÃ¢â‚¬â„¢s vision to build a Smart Nation and embark on your meaningful journey to build tech for public good. Join us to advance our mission and shape your future with us today!

Learn more about GovTech at tech.gov.sg.
About the Video Analytics Team
As the Capability Center for data science and artificial intelligence, Data Science & Artificial Intelligence Division focus is in enabling data science and artificial intelligence solutions, products and capability building across the government.
We are looking for individuals passionate in delivering great digital experiences to join our team!
As part of DSAID, the Video Analytics team strive to drive scalable, impactful AI-enabled video analytics deployments for our citizens and businesses.
Learn more about DSAID from our medium blog: https://medium.com/dsaid-govtech
As a Quality Engineer, you will be responsible for the quality assurance aspects of one or multiple technical areas within the Video Analytics team.
The ideal candidate requires great communication skills, attention to detail, quality focused, adaptable to change, agile, understand and practice engineering best practices.
What you will be working on:
Work closely with product management and Quality engineers to drive the design, development and execution of overall test plan across the teamÃ¢â‚¬â„¢s suite of video analytics products.
Participate in all phases of our agile development process and the entire SDLC of projects ensuring the integrity and quality of product releases.
Work with Product Managers to ensure the test requirements are clearly defined based on product needs, testable, and compatible with existing sets of behaviors
Design, execute, and automate functional, performance and security test cases for our web applications and backend APIs based on system needs.
Develop and maintain records on all test suites, results and test data
Collaborate with the Development team to identify and resolve issues in testing, tracking bug reports and support issue resolution.
Build phased test plans and automation suites across different products to ensure essential requirements coverage and support optimal scheduling for releases
Evaluate and enhance the performance and success of our testing process and implement enhancements for continuous improvements
Provide guidance and mentorship to fellow team members
What we are looking for:
B.S. or M.S. in Computer Science or a related field
Strong communication skills and able to explain technical and non-technical concepts to less experienced members of the team, as well as the peers and managers
3 to 5 years of working experience in web application testing and automation
Excellent fundamental knowledge of Software Engineering concepts and SDLC life cycle
Ability to plan and maintain test strategy and implement test suites based on requirements of applications with a good knowledge of Web and API testing
Working knowledge and hands on experience with test automation tools and frameworks such as Selenium, Pytest or JMeter.
Good knowledge of Python, Java, Javascript or other programming languages in Windows or Linux environments
Good understanding of cloud computing platform services and DevOps processes, knowledge of Infrastructure-as-Code is a plus
Knowledge of AI or video analytics concepts is a plus
Have strong troubleshooting and debugging skills
Strong analytical and problem-solving skills
Familiar with the Agile software development framework and comfortable working in a fast-paced environment
GovTech is an equal opportunity employer committed to fostering an inclusive workplace that values diverse voices and perspectives, as we believe that diversity is the foundation to innovation.
Our employee benefits are based on a total rewards approach, offering a holistic and market-competitive suite of perks. These include leave benefits to meet your work-life needs and employee wellness programmes .
We champion flexible work arrangements (subject to your job role) and trust that you will manage your own time to deliver your best, wherever you are, and whatever works best for you.
Learn more about life inside GovTech at go.gov.sg/ GovTechCareers .
Stay connected with us on social media at go.gov.sg/ ConnectWithGovTech ."
Data engineer,Data Centre Engineer,"Job Objectives
To assist day-to-day operations for related Data Centre network activities, such as support & project roll-out.

Key Responsibilities
Team player to assist the Team in related Data Centre network setup and support, which include the following:
Data Centre network
Cisco routers & switches
Firewall, not limiting to Palo Alto, Fortinet, & Checkpoint
F5 appliances
Key Requirements
Good Understanding of Various Vendor Hardware platforms like Cisco, Juniper, F5, Aruba, Checkpoint, Fortinet, Palo Alto Networks etc.,
Datacenter Technologies"
Data engineer,Asst. Senior Engineer / Senior Engineer (Statistics & Data) (2-year contract),"What the role is

Undertake the functions of Asst. Senior Engineer / Senior Engineer in the Statistics & Data Systems (SDS) department to support the collection, storage and analysis of data in a scalable, repeatable and secure manner.
What you will be working on
Independently contribute the planning, stakeholder engagement, development, implementation and maintenance of systems for data collection, storage, access, and analytics at scale.
Design and implement data pipelines that draw operational and sensor data from core MPA systems such as SG Maritime Data Hub, digitalPORT@SGTM, port operation and vessel traffic information systems, that can be harnessed in data science and AI (DSAI) applications.
Work with system architects and the core data engineering team to ensure the data architecture aligns with business requirements, data management and governance policies.
Serve as internal consultant to departments on data engineering best practices.
Profile MPAÃ¢â‚¬â„¢s data science and AI (DSAI) capabilities and initiatives to gain mindshare within the government and industry.
Collaborate closely with business users and the data science team to identify relevant data that can help to achieve business goals, such as analysis to inform policy-making and operation/process streamlining.
Develop data pipelines large datasets such as operational, sensor or unstructured data to:
Enable the implementation of DSAI models/applications that support business use cases
Perform data validation and quality control checks
Automate regular updating of models and dashboards
Provide secure access to data via common analytical tools such as Tableau
Work with the data science team to deploy sophisticated analytics programs, machine learning, and statistical methods, e.g. processing of unstructured input data for automated decision making.
Identify data processes and tasks that can be automated to increase officer productivity.
Compile and maintain an MPA data catalogue to foster awareness of data available to support business use cases.
Develop data competencies across MPA to promote a data-driven culture, via workshops and co-development of data products.
What we are looking for
Background in Data Science, Computer Engineering, Information Systems, Business Analytics, or other related disciplines that provide proficiencies in data engineering or data science.
At least 5 yearsÃ¢â‚¬â„¢ of experience in data engineering and data architecture design and implementation. Experience in architecting or developing an enterprise data lake or data warehouse solution is a plus.
Experience in building data pipelines using distributed process frameworks, e.g. Cloudera Hadoop.
Strong coding and scripting capability, e.g. expertise in Python/R/SQL.
Strong knowledge and expertise on data management, data architecture, ETL processes (for both structured and unstructured data sources).
Knowledge or experience in any of the following areas are a plus:
Experience in developing near real-time big data infrastructure and deploying high performance production systems to support data science, machine learning and AI algorithms/applications.
Experience working with medium to large data processing pipelines, distributed data stores and distributed file systems, especially enterprise data platforms and Big Data tools.
Experience in cloud platforms used in Government Commercial Cloud, e.g. AWS and Azure
Understand business processes well.
Creative and innovative in solving problems.
Achievement driven and delivery focused while maintaining required quality.
Team player with strong organisational and people management skills.
Experience in collaborating with interdisciplinary teams that combine technical, business and data science competencies.
Excellent communication skills, both oral and written, with ability to pitch ideas and influence stakeholders."
Data engineer,Data Engineer,"NTT is a leading global IT solutions and services organisation that brings together people, data and things to create a better and more sustainable future.
In todayÃ¢â‚¬â„¢s Ã¢â‚¬ËœiNTTerconnectedÃ¢â‚¬â„¢ world, connections matter more now than ever. By bringing together talented people, world-class technology partners and emerging innovators, we help our clients solve some of the worldÃ¢â‚¬â„¢s most significant technological, business and societal challenges.
With people at the heart of our success, NTT is committed to attracting and growing the best talent and providing an environment where everyone feels they can belong and their contribution matters.

Want to be a part of our team?
Designs, builds and oversees the deployment and operation of technology architecture, solutions and software to capture, manage, store and utilize structured and unstructured data from internal and external sources. Establishes and builds processes and structures based on business and technical requirements to channel data from multiple inputs, route appropriately and store using any combination of distributed (cloud) structures, local databases, and other applicable storage forms as required. Develops technical tools and programming that leverage artificial intelligence, machine learning and big-data techniques to cleanse, organize and transform data and to maintain, defend and update data structures and integrity on an automated basis. Creates and establishes design standards and assurance processes for software, systems and applications development to ensure compatibility and operability of data connections, flows and storage requirements. Reviews internal and external business and product requirements for data operations and activity and suggests changes and upgrades to systems and storage to accommodate ongoing needs.
Working at NTT
The Data Engineer is tasked with transforming data into a format that can be easily analysed, by developing, maintaining and testing infrastructures for data generation.
The role is responsible for developing machine learning methods with the companyÃ¢â‚¬â„¢s data assets to optimize business and operational decisions. The individual identifies, designs and implements a sound architecture to support the predictive analytics requirement of the business.
Key roles and responsibilities:
Provide detailed advice regarding data applications and executing specialised tasks
Create databases optimised for performance and to structure data to enable analysis thereof
Provide support and assistance on data initiatives and ensure optimal data delivery architecture in support of client project
Build the infrastructure for optimal extraction, transformation of data from a wide variety of data sources using SQL and AWAD big data technologies
Design and develop scalable ETL packages from the business source systems
Develop the ETL routines in order to populate data from sources
Build test scenarios to enable thorough testing and validation to support accuracy of data transformation
Enable and run data migrations across different databases and different servers
Define and implement data stores based on system and consumer requirements
Assess, analyse, develop, document and implement changes based on requests for change
Assess and analyse release components
Modelling tests in coordination with testers maintaining and administering the tools and methods
Ensuring information exchange with configuration management
Ensure release processes and procedures are maintained
Investigates operational needs and problems, and opportunities, contributing to the recommendation of improvements in automated and non-automated components of new or changed processes and organisation
Defines and manages scoping, requirements definition and proriotisation activities for changes
Investigates, manages and applies authorised requests for changes to base-lined requirements, in line with the change management policy
Interprets installation standards to meet project needs and produces database components as required
Evaluate potential solutions, demonstrating, installing and commissioning selected products
Apply ethical and robust techniques in the transformation of data from one format to another, in line with organisational policies and procedures
Collaborates with analytics and business teams to improve data models that feed business intelligence tools, increasing data accessibility and fostering data-driven decision making across the company
Implement processes and systems to monitor data quality, ensuring production data is accurate
Performs data analysis required to troubleshoot data related issues and assist in the resolution of data issues
Test the reliability and performance of each part of new and/or existing systems
Deploying machine learning models into the production environment
Knowledge, skills and attributes
Maintains knowledge of specific specialisms
Demonstrate the ability to plan and organise
Ability to develop and nurture improved performance across sales and/or service
Proficient with statistical analysis tools like R, SAS, SPSS
Analytical mind and business acumen
Problem-solving aptitude
Working knowledge or Power BI to create reports, dashboards and measures
Knowledge of augmented analytics, data visulation, data virtualisation and data governance solutions and implementations
Excellent problem solving and troubleshooting skills
Highly process orientated with great documentation skills
Strong working and conceptual knowledge of building and maintaining physical and logical data models
Strong analytical skills related to working with unstructured datasets
Ability to manipulate, process and extract value from large, disconnected datasets
Strong project management and organisational skills
Ability to work under pressure and meet deadlines
Solid understanding of database design principles
Excellent oral and written communication skills with a keen sense of customer service
Ability to manage and communicate data warehouse plans to internal clients
Academic qualifications and certifications:
Relevant qualification (BachelorÃ¢â‚¬â„¢s in computer science, information technology or applied math)
Relevant certification, e.g. Certified Data engineer, Certified Professional, etc)
Experience required:
Proven experience working with data engineering, data mining within a fast-paced environment
Experience in building modern data analytics solutions that delivers insight from large and complex data sets with multi-terabyte scale
Programming experience in any applicable language, preferably .NET
Good experience working with SQL, MySQL databases and Microsoft SQL
Experience working with data sets and ordering data through MS Excel functions, e.g. macros, pivots
Experience working in internet technologies, e.g. Saas, Iaas and Paas
Experience with big data tools like Hadoop, Cassandra, Storm, Etc
Experience with writing scripts using scripting language (Perl, bash, Shell, Scripting, Python, etc.)
Experience in automation, scripting and proven examples of successful implementation
Experience with architecture and design of secure, high available and scalable systems
Experience building modern data analytics solutions that delivers insights from large and complex data sets
Experience with architecture and design of secure, highly available and scalable systems
Experience working in internet technologies
What will make you a good fit for the role?

Join our growing global team and accelerate your career with us. Apply today.

A career at NTT means:
Being part of a global pioneer Ã¢â‚¬â€œ where you gain exposure to our Fortune 500 clients and world-leading global technology partners and work with a network of over 40,000 smart and diverse colleagues across 57 countries, delivering services in over 200 countries.
Being at the forefront of cutting-edge technology Ã¢â‚¬â€œ backed with a 150-year heritage of using technology for good. With 40% of the worldÃ¢â‚¬â„¢s internet traffic running on our network and where Emoji were first invented, you can be proud of the groupÃ¢â‚¬â„¢s many new Ã¢â‚¬ËœfirstsÃ¢â‚¬â„¢.
Making a difference Ã¢â‚¬â€œ by doing meaningful work that helps to shape the future for our clients, and across industries and communities around the world.
Being your best self Ã¢â‚¬â€œ in a progressive Ã¢â‚¬ËœConnected WorkingÃ¢â‚¬â„¢ environment that promotes flexibility, connection and wellbeing. Where diversity and different perspectives are embraced to ensure equal opportunities for all.
Having ongoing opportunities to own and develop your career Ã¢â‚¬â€œ with a personal and professional development plan and access to the broadest learning offerings in the industry."
Data engineer,Data Engineer (SDK),"Who Are We?
At HoYoverse, we are committed to creating immersive virtual world experiences for players around the world. In addition to game products such as Genshin Impact, Honkai Impact 3rd, Tears of Themis, and Honkai: Star Rail, HoYoverse also launched the dynamic desktop software N0va Desktop, the community product HoYoLAB, and created a variety of products such as animations, comics, music, novels, and merchandise around our original creative concept.
Adhering to our mission of Tech Otakus Save the World, we have always been committed to technology research and development, exploring cutting-edge technologies, and have accumulated leading technical capabilities in cartoon rendering, artificial intelligence, cloud gaming technology, and other fields.
HoYoverse is actively engaged in globalization, with offices in Singapore, Montreal, Los Angeles, Tokyo, Seoul, and other areas.
When you apply to a position with HoYoverse, we will process your personal data. To learn more about how we process your data, we encourage you to review our comprehensive Global Applicant and Candidate Privacy Policy. This policy provides detailed insights into how your information is collected, used, and protected throughout the application process.
What You Will Do:
Responsible for the construction of the SDK data platform, such as reconciliation platform, revenue platform and risk management etc., ensure the stability of the data platform.
Participate in building a unified data warehouse architecture, improve the data pipeline design and construction of data warehouses, and provide stable and rich public data capabilities.
Responsible for offline and real-time data development of the SDK business line, and support various internal data requirements of SDK.
Ensure the accuracy of data and improve the construction of data quality system.
What We Are Looking For:
Bachelor's degree or above in Computer Science or related majors.
Master at least one object-oriented programming language, such as Python/Java/Scala, and deeply understand its ideas.
Good knowledge of data structure and algorithm foundation.
3 years or above experience in big data processing projects.
In-depth knowledge in distributed real-time or batch data processing systems.
Proficient in SQL, have good SQL tuning experience, understand the basic principles and tuning of big data related components such as Hadoop/Hive/Spark/Kafka/Flink/Clickhouse.
Excellent ability to analyze and solve problems, sense of responsibility, strong cross-team communication, coordination and collaboration ability.
We are an equal opportunity employer that believes diverse backgrounds are key to bringing our concepts to life. If you're looking to play a key role in creating the best immersive virtual world experience for our users, we invite you to join our team."
Data engineer,Technical Support Engineer Ã¢â‚¬â€œ Mobile Data Network Singapore,"Job Description
Our client is a global provider of intelligent mobile Internet solutions that enable operators to improve quality, reduce network operational expenses and manage and monetize the mobile Internet.
As part of the Global Support and Maintenance group, the Support Engineer will be
Ã¯â€šÂ· Responsible for the technical support of the companyÃ¢â‚¬â„¢s products and solutions
Ã¯â€šÂ· Take ownership of customer issues reported and see problems through to resolution on site or
remotely, per need
Ã¯â€šÂ· Research, diagnose, troubleshoot and identify solutions to resolve customer issues
Ã¯â€šÂ· Resolve time critical deployment and production issues
Ã¯â€šÂ· Provide customer support, technical issues resolution and improvements within the agreed SLA,
on-site and remotely
Ã¯â€šÂ· Provide prompt and accurate feedback to customers
Ã¯â€šÂ· Ensure proper recording and closure of all issues
Ã¯â€šÂ· Prepare accurate and timely reports
Ã¯â€šÂ· Document knowledge in the form of knowledge base tech notes and articles
Ã¯â€šÂ· Participation in providing training to customers as required
Ã¯â€šÂ· Participate in the On-Call duty rotation
Requirements:
Flexible location
Ã¯â€šÂ· Experience with customer facing activities in an international environment
Ã¯â€šÂ· Knowledgeable in customer support processes, tooling and troubleshooting
Ã¯â€šÂ· Knowledge in networking: TCP/IP, switching, routing Ã¢â‚¬â€œ Must
Ã¯â€šÂ· Experience with Linux/Unix based systems Ã¢â‚¬â€œ Must
Ã¯â€šÂ· Experience in the mobile and Telco markets (working with telco providers) Ã¢â‚¬â€œ advantage
Ã¯â€šÂ· Experience with load balancers Ã¢â‚¬â€œadvantage
Ã¯â€šÂ· Knowledge with VM environments, NFV and SDN Ã¢â‚¬â€œ advantage
Ã¯â€šÂ· Scripting knowledge (perl/python/bash) Ã¢â‚¬â€œ advantage
Ã¯â€šÂ· Self-learning and self- motivated
Ã¯â€šÂ· Solve problems independently and creatively
Ã¯â€šÂ· Team player and capability working with cross company teams abroad and in the HQ
Ã¯â€šÂ· High level of communication and reporting
Ã¯â€šÂ· Excellent communications skills in English (read and write)
Qualifications:
Ã¯â€šÂ· BSc/BA degree or equivalent work experience.
Ã¯â€šÂ· 5+ years of experience as a customer support/services engineer
Ã¯â€šÂ· International work experience and cultural awareness an advantage
Ã¯â€šÂ· Experience with global support organizations working with support teams abroad"
Data engineer,Systems Engineer (Data Storage/Backup),"3-5+ years experience in CommVault, Veeam, Veritas or Cohesity
Configuring and administering Redundant Array of Independent Disks (RAID) storage and associated components, Storage Area Network (SAN) including fibre channel switch administration, data restore and disaster recovery and data backup for clients and servers.
Maintaining storage aspects of new server integrations, storage allocations and change management.
Performing setup procedures to consolidate storage of data from different platforms (i.e. Windows, UNIX and LINUX).
Troubleshooting and fixing storage issues and also performing routine equipment check and preventative maintenance.
Performing storage analysis, capacity planning and performance planning of storage components.
Documenting the policies and procedures to support the operational storage environment and participating in the design and ongoing refinement of procedures and policies.
Preparing reports on storage administration best practices, new technologies, etc. and recommending enhancements and configuration changes to improve and optimize storage
Job Type: Full-time
Salary: $5,000.00 - $6,500.00 per month
Schedule:
Monday to Friday
Work Location: In person"
Data engineer,Data Analytics Engineer - Hong Kong or Singapore- Systematic Quant Fund,"Data Analytics Engineer - Hong Kong or Singapore
Our client is a leading tech-driven quant and systematic hedge fund trading with offices across the globe. They leverage deep knowledge in data, research, technology and trading to deliver high-quality returns. This opportunity offers a dynamic and fast-paced environment with excellent opportunities for career growth.

They are looking for a talented individual to work in close collaboration with quant researchers and data engineering teams with a focus on testing and evaluating new alternative datasets. You will also manage the full lifecycle of data science projects - from data acquisition/exploration/engineering through prototyping to production. The ideal candidate will have a background using a wide array of methods, including unsupervised, supervised, learning, natural language processing (NLP), anomaly detection, etc.

2023 is a big year of growth for this firm, making now the perfect time to apply!

Requirements
3+ years' experience in a Data Engineer/Analyst/Scientist role
Advanced programming skills in Python and C/C++ is important; C# is a plus
Strong communication skills
Cloud platforms expertise - AWS, GCP, etc.
Comfortable working autonomously within a global team
Post-grad degree in Data Science, Computer Engineering, Maths or Statistics
Significant experience in NLP is highly desirable

Benefits
Great opportunity to be part of a collaborative, creative environment where you can feel valued for your input
Competitive salary + generous benefits
Professional and personal development
Relaxed, casual culture, with a healthy work-life balance


Contact
If you feel you are a good match, please don't hesitate to get in touch.

Daniel Readman
daniel.readman@oxfordknight.co.uk
+44 (0)20 3137 9572
linkedin.com/in/daniel-readman-a410b515a


Job ID rBbpUDCNJHWk"
Data engineer,[LTA-RAOM] SENIOR / ENGINEER (AMDA - DATA STRATEGY & SYSTEM),"[What the role is]

[LTA-RAOM] SENIOR / ENGINEER (AMDA - DATA STRATEGY & SYSTEM)

[What you will be working on]

You will be part of the asset management team, to develop an integrated Asset Management System to gain understanding of railway assets including its performance and condition, which will support the asset management functions.
You will work closely with teams from different discipline within LTA, rail operators, contractors as well as system manufacturers on the data and functionalities of the various systems in the rail network, to manage the asset information and associated data in the system, provide support to operators and end-users for any Asset Management System related issues, oversee any asset management implementation activities. You are also required to review technical submissions and participate in the installation, testing and commissioning for the system and interfaces.



[What we are looking for]

Tertiary qualification in Electrical, Electronics Engineering, Computer Science, Information Systems, Sustainable Infrastructure Engineering or equivalent
Strong writing, presentation, communication and interpersonal skills
Team player with critical and logical thinking capability and must be able to work independently
Those with relevant working experience in railway system design, operation and maintenance will be considered for senior positions.
Good knowledge in maintenance management software solutions and processes with prior experiences of the technical aspects including architecture, installation, deployment, integration and development will be an advantage."
